date,title,item1,svg1,item2,svg2,item3,svg3,item4,svg4,item5,svg5,item6,svg6,item7,svg7,item8,svg8
2026-11-22,Advanced Rebound Shotmaking (Very Hard),Thin Slice Carom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='10' r='3.5'/><circle cx='15' cy='7' r='3'/><path d='M4 18l5-6 8 3'/></svg>,Inside Roll Behind Guard,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='8' r='3'/><path d='M5 19c6-2 10-6 10-12'/><circle cx='15' cy='14' r='2.5'/></svg>,Nose Tap and Lie,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='7' r='3.5'/><circle cx='12' cy='15' r='3.5'/><line x1='12' y1='21' x2='12' y2='15'/></svg>,Double Raise Takeout,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='6' r='2.5'/><circle cx='12' cy='12' r='2.5'/><circle cx='12' cy='18' r='2.5'/><line x1='12' y1='22' x2='12' y2='18'/></svg>,Split Cross House,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='8' r='3'/><path d='M8 3l4 6 4-6'/><circle cx='6' cy='17' r='2.5'/><circle cx='18' cy='17' r='2.5'/></svg>,Wick and Subside,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='9' cy='9' r='3.5'/><path d='M4 16l6-4 4 6'/><circle cx='17' cy='15' r='2.5'/></svg>,Slash Peel Deflection,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='9' cy='9' r='3'/><circle cx='15' cy='15' r='3'/><line x1='3' y1='3' x2='21' y2='21'/></svg>,Come-Around Bury,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='11' cy='8' r='3'/><path d='M6 21c7-2 11-7 7-12s-6 1-5 5'/></svg>
2026-11-23,Mixed Doubles Tactics (Very Hard),Positioned Center Rock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='3' x2='12' y2='21'/><circle cx='12' cy='7' r='2.5'/></svg>,House Lie Rock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='14' r='6'/><circle cx='12' cy='14' r='2'/></svg>,Power Play Flank,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='3' x2='12' y2='21'/><circle cx='18' cy='7' r='2.5'/><circle cx='18' cy='14' r='2.5'/></svg>,No-Sweeper Delivery,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='6' cy='8' r='3'/><path d='M4 19l6-5 4 1 5-2'/><line x1='3' y1='3' x2='21' y2='21'/></svg>,Skip House Calling,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='7' r='3'/><path d='M6 19v-2a6 6 0 0 1 12 0v2'/><line x1='12' y1='10' x2='16' y2='14'/></svg>,Five-Stone Inning Set,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='6' width='16' height='12' rx='2'/><circle cx='8' cy='10' r='1.5'/><circle cx='12' cy='10' r='1.5'/><circle cx='16' cy='10' r='1.5'/><circle cx='10' cy='14' r='1.5'/><circle cx='14' cy='14' r='1.5'/></svg>,Center Line Clear Peel,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><circle cx='12' cy='11' r='3'/><line x1='8' y1='7' x2='16' y2='15'/></svg>,Frozen Corner Lie,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='16' cy='8' r='2.5'/><circle cx='18.5' cy='10' r='2.5'/><line x1='3' y1='14' x2='21' y2='14'/></svg>
2026-11-24,Wheelchair Curling Mastery (Very Hard),Delivery Stick Socket,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='20' x2='15' y2='8'/><path d='M14 5l5 5-2 2-5-5z'/></svg>,Chair Wheel Brake,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='3'/><line x1='12' y1='4' x2='12' y2='9'/><line x1='12' y1='15' x2='12' y2='20'/></svg>,Stationary Arm Draw,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='6' r='3'/><path d='M5 19c0-3 2-6 5-6h4l4-3'/><circle cx='7' cy='17' r='3'/></svg>,No-Sweep Trajectory,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18c6-2 10-6 14-12'/><line x1='3' y1='3' x2='21' y2='21' stroke-dasharray='2 2'/></svg>,Pure Ice Reading,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='12' rx='9' ry='5'/><circle cx='12' cy='12' r='2'/><path d='M3 12c4-3 14-3 18 0'/></svg>,Angle Cue Push,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='18' x2='14' y2='8'/><circle cx='17' cy='5' r='3'/><polyline points='11 5 17 5 17 11'/></svg>,Locked Hub Turn,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><path d='M12 8a4 4 0 1 1-4 4'/><polyline points='8 6 12 8 8 10'/></svg>,Line of Sight Broom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='12' y1='2' x2='12' y2='22'/><line x1='2' y1='12' x2='22' y2='12'/></svg>
2026-11-25,Ice Science and Friction (Extremely Hard),Pebble Peak Truncation,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 16c2-4 4-6 8-6s6 2 8 6'/><line x1='2' y1='10' x2='22' y2='10'/></svg>,Nipper Bevel Cut,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='2' y1='16' x2='22' y2='16'/><path d='M5 12l4-4h6l4 4'/></svg>,Water Droplet Convex,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 3c-4 5-6 8-6 11a6 6 0 0 0 12 0c0-3-2-6-6-11z'/></svg>,Slab Temperature Probe,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='6' y='4' width='12' height='16' rx='2'/><path d='M10 8h4M10 12h4M10 16h2'/></svg>,Relative Humidity Sensor,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><path d='M12 7v5l3 3'/></svg>,Frost Crystallization,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><line x1='2' y1='12' x2='22' y2='12'/><line x1='5' y1='5' x2='19' y2='19'/><line x1='5' y1='19' x2='19' y2='5'/></svg>,Arena Air Infiltration,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 8h11a3 3 0 0 0 0-6M2 14h15a3 3 0 0 0 0-6M5 20h11a3 3 0 0 0 0-6'/></svg>,Brine Return Flow,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='2' y='8' width='20' height='8' rx='2'/><line x1='6' y1='8' x2='6' y2='16'/><line x1='12' y1='8' x2='12' y2='16'/><line x1='18' y1='8' x2='18' y2='16'/></svg>
2026-11-26,Granite Running Band Micro-Geometry (Extremely Hard),Common Green Ailsa Ring,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 2 2 8.5 4 19 12 22 20 19 22 8.5 12 2'/></svg>,Blue Hone Micro-Pore,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='9' cy='9' r='1'/><circle cx='15' cy='9' r='1'/><circle cx='12' cy='15' r='1'/></svg>,Convex Contact Band,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='14' rx='9' ry='4'/><path d='M5 14c3-2 11-2 14 0'/></svg>,Band Grit Etching,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='12' x2='21' y2='12'/><circle cx='6' cy='10' r='0.5'/><circle cx='12' cy='10' r='0.5'/><circle cx='18' cy='10' r='0.5'/></svg>,Thermal Boundary Layer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 15c4-2 8 2 12 0s4-2 6 0'/><line x1='3' y1='11' x2='21' y2='11'/></svg>,Impact Elastic Limit,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='12' r='5'/><circle cx='16' cy='12' r='5'/><path d='M12 9v6'/></svg>,Radial Dish Profile,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='12' y1='12' x2='20' y2='12'/><circle cx='12' cy='12' r='1.5'/></svg>,Interfacial Water Film,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 18c6-2 12 2 18 0'/><circle cx='12' cy='10' r='3'/></svg>
2026-11-27,Precision Officiating and Measurement (Extremely Hard),Laser Hog Line Sensor,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 7l5 5-5 5V7z'/><line x1='8' y1='12' x2='21' y2='12' stroke-dasharray='2 2'/></svg>,Micrometer Draw Caliper,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='6'/><line x1='12' y1='9' x2='12' y2='12'/><line x1='6' y1='12' x2='2' y2='12'/><line x1='18' y1='12' x2='22' y2='12'/></svg>,Six-Foot Measure Compass,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18a8 8 0 0 1 16 0'/><line x1='12' y1='10' x2='12' y2='2'/></svg>,Laser Alignment Beam,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='2' y1='12' x2='22' y2='12'/><circle cx='5' cy='12' r='2'/><circle cx='19' cy='12' r='2'/></svg>,Thinking Time Deci-Clock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='13' r='8'/><path d='M12 9v4l3 2'/><rect x='9' y='2' width='6' height='3' rx='1'/></svg>,Burned Rock Neutralization,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><line x1='6' y1='6' x2='18' y2='18'/><line x1='18' y1='6' x2='6' y2='18'/></svg>,Umpire Decision Roster,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='3' width='16' height='18' rx='2'/><path d='M9 8h6M12 8v8'/></svg>,LSD Millimeter Measure,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='12' cy='12' r='2'/><line x1='12' y1='12' x2='18' y2='7'/></svg>
2026-11-28,Tenth End Championship Math (Extremely Hard),Hammer Retain Blank Call,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='4' y1='4' x2='20' y2='20'/></svg>,Force Out to Tie,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><circle cx='12' cy='12' r='2'/><path d='M8 12h8M12 8v8'/></svg>,Steal of Two Trap,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='10' cy='11' r='2'/><circle cx='14' cy='11' r='2'/></svg>,Clean House Open Peel,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='9' cy='9' r='4'/><path d='M3 3l10 10M13 13l8 8'/></svg>,Corner Freeze Counter,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='15' cy='9' r='3'/><circle cx='17' cy='12' r='2.5'/><line x1='3' y1='16' x2='21' y2='16'/></svg>,Button Wire Draw,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='12' cy='12' r='4'/><circle cx='12' cy='12' r='1.5'/><path d='M12 22V15'/></svg>,Double Peeling Lock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='7' cy='10' r='3'/><circle cx='17' cy='10' r='3'/><path d='M12 21V3'/></svg>,Final Stone Out-Turn,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M19 19c-6-1-10-5-11-11'/><polyline points='13 8 8 8 8 13'/><circle cx='8' cy='8' r='2'/></svg>
2026-11-29,Championship Ice House,Granite Stone,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><path d='M8 12h8M12 8v4'/></svg>,Curling Broom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='19' y1='5' x2='9' y2='15'/><rect x='4' y='14' width='7' height='4' rx='1' transform='rotate(45 7.5 16)'/></svg>,The Button,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='12' cy='12' r='5'/><circle cx='12' cy='12' r='2'/></svg>,Delivery Hack,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='5' y='6' width='14' height='12' rx='2'/><line x1='5' y1='12' x2='19' y2='12'/></svg>,Hog Line,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='8' x2='21' y2='8'/><line x1='3' y1='16' x2='21' y2='16'/><line x1='12' y1='3' x2='12' y2='21'/></svg>,Tee Line,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='12' x2='20' y2='12'/><line x1='12' y1='4' x2='12' y2='20'/></svg>,Ice Slider,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 16c2-4 6-6 10-6s6 2 6 6H4z'/><line x1='4' y1='18' x2='20' y2='18'/></svg>,Championship Trophy,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 9H4a2 2 0 0 1-2-2V5a2 2 0 0 1 2-2h2'/><path d='M18 9h2a2 2 0 0 0 2-2V5a2 2 0 0 0-2-2h-2'/><path d='M6 3h12v7a6 6 0 0 1-12 0V3z'/><path d='M9 21h6M12 16v5'/></svg>
2026-11-30,Curling Delivery Tactics,In-Turn Draw,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M5 19c6-1 10-5 11-11'/><polyline points='11 8 16 8 16 13'/></svg>,Out-Turn Curl,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M19 19c-6-1-10-5-11-11'/><polyline points='13 8 8 8 8 13'/></svg>,Center Guard,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 22s8-4 8-10V5l-8-3-8 3v7c0 6 8 10 8 10z'/></svg>,Corner Guard,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='4 4 11 4 11 11 4 11'/><polyline points='15 9 19 9 19 19 9 19 9 15'/></svg>,Take-Out Hit,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='8' r='5'/><circle cx='16' cy='16' r='5'/><line x1='11.5' y1='11.5' x2='12.5' y2='12.5'/></svg>,Hit and Roll,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='12' r='4'/><path d='M12 12a5 5 0 0 1 8 4'/><polyline points='16 16 20 16 20 12'/></svg>,Button Freeze,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='9' cy='12' r='5'/><circle cx='17' cy='12' r='4'/></svg>,Double Peel,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='6' cy='10' r='3'/><circle cx='18' cy='10' r='3'/><line x1='12' y1='20' x2='12' y2='4'/></svg>
2026-12-01,Winter Ice Gear,Teflon Slider,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='8' width='18' height='8' rx='4'/><line x1='7' y1='12' x2='17' y2='12'/></svg>,Rubber Gripper,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='7' width='18' height='10' rx='2'/><path d='M7 11h2M11 11h2M15 11h2M9 14h2M13 14h2'/></svg>,Carbon Broom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='21' y1='3' x2='9' y2='15'/><rect x='4' y='14' width='7' height='4' rx='1'/></svg>,Corn Broom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 3v10M8 13h8l-2 8h-4l-2-8z'/></svg>,Delivery Stick,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='5' y1='19' x2='17' y2='7'/><circle cx='19' cy='5' r='2'/><path d='M3 21l3-3'/></svg>,Timer Watch,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='13' r='7'/><polyline points='12 9 12 13 15 15'/><path d='M12 6V3M9 3h6'/></svg>,Ice Pebble,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='7' cy='8' r='2'/><circle cx='17' cy='7' r='1.5'/><circle cx='12' cy='14' r='2.5'/><circle cx='16' cy='18' r='1.5'/></svg>,Warmup Mitts,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 14V8a3 3 0 0 1 6 0v6M12 11a2 2 0 0 1 4 0v3M6 14h10v5a2 2 0 0 1-2 2H8a2 2 0 0 1-2-2v-5z'/></svg>
2026-12-02,The Roaring Game,Skip Call,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='11 5 6 9 2 9 2 15 6 15 11 19 11 5'/><path d='M15.54 8.46a5 5 0 0 1 0 7.07'/></svg>,Hard Sweep,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='12' x2='20' y2='12'/><polyline points='14 6 20 12 14 18'/></svg>,Light Tap,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='4'/><line x1='12' y1='2' x2='12' y2='6'/><line x1='12' y1='18' x2='12' y2='22'/></svg>,Clean Weight,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 3v18M3 12h18'/><circle cx='12' cy='12' r='8'/></svg>,Hammer Throw,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='14' y='3' width='7' height='5' rx='1'/><line x1='15' y1='7' x2='5' y2='17'/></svg>,Steal of One,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 2 15 8 22 9 17 14 18 21 12 17 6 21 7 14 2 9 9 8 12 2'/></svg>,Blank End,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><line x1='5' y1='12' x2='19' y2='12'/></svg>,Extra End,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><path d='M12 7v10M8 12h8'/></svg>
2026-12-03,Sheet Geometry and Markings (Medium),Back Line,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='6' x2='21' y2='6'/><line x1='12' y1='6' x2='12' y2='20'/></svg>,Center Line,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><circle cx='12' cy='12' r='2'/></svg>,Twelve Foot Ring,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='10'/></svg>,Eight Foot Ring,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/></svg>,Four Foot Ring,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='4'/></svg>,Hack Foothold,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='7' y='14' width='10' height='6' rx='2'/><path d='M9 14V8a3 3 0 0 1 6 0v6'/></svg>,Free Guard Line,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='10' x2='21' y2='10'/><line x1='3' y1='14' x2='21' y2='14' stroke-dasharray='2 2'/></svg>,Scoreboard Totals,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='4' width='18' height='16' rx='2'/><line x1='3' y1='10' x2='21' y2='10'/><line x1='3' y1='15' x2='21' y2='15'/><line x1='9' y1='4' x2='9' y2='20'/><line x1='15' y1='4' x2='15' y2='20'/></svg>
2026-12-04,Team Roles and Positions (Medium),Skip Broom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='6' y1='21' x2='16' y2='5'/><circle cx='18' cy='4' r='2'/><path d='M4 19l4 2'/></svg>,Vice-Skip Call,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M17 21v-2a4 4 0 0 0-4-4H5a4 4 0 0 0-4 4v2'/><circle cx='9' cy='7' r='4'/><path d='M23 21v-2a4 4 0 0 0-3-3.87'/><path d='M16 3.13a4 4 0 0 1 0 7.75'/></svg>,Lead Deliverer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='7' cy='5' r='3'/><path d='M4 19l4-8 4 2 3 7'/><line x1='15' y1='20' x2='21' y2='20'/></svg>,Second Sweeper,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='6' r='3'/><path d='M4 20l5-9 3 2 4 7'/><line x1='14' y1='12' x2='20' y2='21'/></svg>,Alternate Bench,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='11' width='16' height='4' rx='1'/><line x1='6' y1='15' x2='6' y2='20'/><line x1='18' y1='15' x2='18' y2='20'/><line x1='4' y1='7' x2='4' y2='11'/></svg>,Team Coach,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M16 4h2a2 2 0 0 1 2 2v14a2 2 0 0 1-2 2H6a2 2 0 0 1-2-2V6a2 2 0 0 1 2-2h2'/><rect x='8' y='2' width='8' height='4' rx='1'/><path d='M9 12h6M9 16h4'/></svg>,Sweeping Direction,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 17l6-6M9 11V5h6v6'/><path d='M13 15l4 4 4-4'/></svg>,Handshake Etiquette,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M11 11l3-3a2.5 2.5 0 0 1 3.5 3.5L15 14'/><path d='M13 13l-3 3a2.5 2.5 0 0 1-3.5-3.5L9 10'/></svg>
2026-12-05,Stone Anatomy and Materials (Medium),Ailsa Craig Granite,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 2 2 8.5 4 19 12 22 20 19 22 8.5 12 2'/><path d='M12 22V12M22 8.5L12 12 2 8.5'/></svg>,Blue Trefor Granite,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 3 4 9 7 20 17 20 20 9 12 3'/><circle cx='12' cy='12' r='3'/></svg>,Gooseneck Handle,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 16h6c3 0 5-2 5-5V7a3 3 0 0 0-6 0'/><line x1='3' y1='19' x2='21' y2='19'/></svg>,Striking Band,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='12' rx='9' ry='5'/><line x1='3' y1='12' x2='21' y2='12'/></svg>,Running Edge,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='5' stroke-dasharray='3 3'/></svg>,Red Handle Cap,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M5 14h14l-2 5H7l-2-5z'/><rect x='9' y='7' width='6' height='7' rx='1'/></svg>,Yellow Handle Cap,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M5 14h14l-2 5H7l-2-5z'/><circle cx='12' cy='10' r='3'/></svg>,Center Bolt Screw,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><line x1='12' y1='8' x2='12' y2='16'/><line x1='8' y1='12' x2='16' y2='12'/></svg>
2026-12-06,The Curling Delivery (Medium),Slide Extension,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='6' cy='7' r='3'/><path d='M3 20l7-6 4 2 6-1'/><path d='M10 14l-2 6'/></svg>,Trailing Leg Tuck,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='7' cy='6' r='3'/><path d='M4 21h12l-5-7-3 2'/><circle cx='19' cy='20' r='1.5'/></svg>,Clean Release,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M18 11V6a2 2 0 0 0-4 0v5'/><path d='M14 10V4a2 2 0 0 0-4 0v7'/><path d='M10 10.5V6a2 2 0 0 0-4 0v8a6 6 0 0 0 12 0v-3a2 2 0 0 0-4 0'/></svg>,Stabilizer Grip,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='8' x2='20' y2='8'/><line x1='6' y1='8' x2='6' y2='18'/><line x1='18' y1='8' x2='18' y2='18'/><line x1='3' y1='18' x2='21' y2='18'/></svg>,Broom Balance Ride,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='2' y1='16' x2='22' y2='16'/><line x1='12' y1='5' x2='12' y2='16'/><path d='M8 7l4-2 4 2'/></svg>,Hog Line Release Rule,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='3' x2='12' y2='21'/><circle cx='7' cy='12' r='4'/><path d='M16 9l3 3-3 3'/></svg>,Foot Push Drive,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18h12a4 4 0 0 0 4-4V9'/><path d='M8 14l-4 4 4 4'/></svg>,Target Broom Sight,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='12' y1='2' x2='12' y2='6'/><line x1='12' y1='18' x2='12' y2='22'/><line x1='2' y1='12' x2='6' y2='12'/><line x1='18' y1='12' x2='22' y2='12'/></svg>
